rep,camada,cenario,fracao,n,r2,rmse
2,020_030cm,koppen_ipef,areia,6381,0.9018056924673635,7.858778347755595
2,020_030cm,koppen_ipef,silte,6381,0.8709706863213045,4.657553897066229
2,020_030cm,koppen_ipef,argila,6381,0.8540435531649322,7.662701513199066
2,020_030cm,sem_clima,areia,6381,0.9017074243402543,7.862709707595178
2,020_030cm,sem_clima,silte,6381,0.8710445696145698,4.656220228438405
2,020_030cm,sem_clima,argila,6381,0.8540127066838084,7.663511189289229
2,020_030cm,koppen_chelsa,areia,6381,0.9014757558180733,7.871970174512688
2,020_030cm,koppen_chelsa,silte,6381,0.8707850724307604,4.6609027330441535
2,020_030cm,koppen_chelsa,argila,6381,0.8538964640816396,7.666561623344975
2,020_030cm,holdridge_etpm,areia,6381,0.9016200283288291,7.8662044618172935
2,020_030cm,holdridge_etpm,silte,6381,0.8712324058041501,4.652827872712742
2,020_030cm,holdridge_etpm,argila,6381,0.8539672962436946,7.664702992870074
2,020_030cm,holdridge_eth,areia,6381,0.9017111833631207,7.862559358558286
2,020_030cm,holdridge_eth,silte,6381,0.8707766884202521,4.661053940123617
2,020_030cm,holdridge_eth,argila,6381,0.8539809838115285,7.664343780180467
2,020_030cm,th_cad100,areia,6381,0.9015424065442064,7.8693070670886085
2,020_030cm,th_cad100,silte,6381,0.8711502221342449,4.654312428974718
2,020_030cm,th_cad100,argila,6381,0.853686850163884,7.672059238531605
2,020_030cm,th_cadsolo,areia,6381,0.9014600156546964,7.8725989595862575
2,020_030cm,th_cadsolo,silte,6381,0.8714125515370572,4.649572082879055
2,020_030cm,th_cadsolo,argila,6381,0.8536842638223789,7.672127046782514
2,020_030cm,clima_continuo,areia,6381,0.9020072264624419,7.850709527244975
2,020_030cm,clima_continuo,silte,6381,0.873588855929985,4.610057864187867
2,020_030cm,clima_continuo,argila,6381,0.8557343146519261,7.618189811824187
2,020_030cm,zonas_k10,areia,6381,0.9017726585181493,7.86010013850498
2,020_030cm,zonas_k10,silte,6381,0.871310784325376,4.651411610798532
2,020_030cm,zonas_k10,argila,6381,0.8540659896547891,7.662112533623048
